name,allyCode,guild,unit,relic,rarity,level,gearLevel,power,speed,health,protection,armor,resistance,physicaldamage,specialdamage,physicalcc,specialcc,critdamage,potency,tenacity,critavoidance
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Threepio & Chewie,5,7,85,13,26002,282.0,62936.0,56930.0,51.832262939176424,36.47234678624813,7734.0,4907.0,60.83,25.33,2.2199999999999998,0.8099999999999999,0.54,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Kylo Ren,7,7,85,13,29031,256.0,54180.0,58623.0,51.0556621880998,42.59342638451148,7035.0,6429.0,69.226,17.517666666666667,1.8599999999999999,0.54822,0.71462,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Dengar,5,7,85,13,24708,215.0,53426.0,64904.0,51.42857142857142,33.55914538822303,6073.0,4221.0,73.49933333333333,28.166000000000004,2.16,0.51,0.5070399999999999,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Ki-Adi-Mundi,7,7,85,13,30264,256.0,71992.0,47590.0,57.8790882061447,39.71631205673759,10610.0,8196.0,67.05066666666667,26.800666666666668,1.92,0.55718,0.53476,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Bo-Katan Kryze,5,7,85,13,23116,242.0,56118.0,48084.0,44.829078321073126,23.331328923631993,6162.0,4089.0,67.5,17.5,2.235,0.71997,0.79232,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,IG-100 MagnaGuard,5,7,85,13,23184,165.0,61503.0,125385.0,65.69814366424535,49.664429530201346,4796.0,3858.0,48.01166666666666,14.511666666666667,1.5,0.48179999999999995,0.6904100000000001,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Range Trooper,4,7,85,13,21663,256.0,49940.0,58593.0,51.61290322580645,30.136986301369863,5578.0,4671.0,56.90233333333333,14.485666666666667,1.8599999999999999,0.43000000000000005,0.43967999999999996,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Qui-Gon Jinn,5,7,85,13,25756,263.0,42139.0,53081.0,38.79020643302928,36.154231347020534,5818.0,9706.0,39.69666666666667,29.654999999999998,1.5,0.73,0.45372999999999997,42.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Royal Guard,5,7,85,13,25135,207.0,91016.0,72228.0,74.44377630787733,70.39702809380078,4229.0,3834.0,49.14966666666667,24.39966666666667,1.5,0.4601,0.5309400000000001,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Geonosian Spy,4,7,85,13,22674,242.0,55126.0,30486.0,48.275862068965516,35.703479576399396,5935.0,3880.0,95.20833333333333,46.25,1.98,0.56871,0.54221,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Bastila Shan,4,7,85,13,26353,274.0,74065.0,54733.0,44.781290601992204,41.43316490583371,3628.0,5944.0,38.541666666666664,19.375,1.92,0.23524,0.75115,6.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Jawa,1,7,85,9,13671,193.0,14720.0,20794.0,26.59758203799655,19.760855884203902,1928.0,2669.0,37.641000000000005,26.807666666666663,1.5,0.64,0.2612,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Qi'ra,1,7,85,11,16272,197.0,15811.0,48107.0,29.519071310116086,18.006430868167204,2479.0,1650.0,49.05433333333333,20.096,1.8,0.32857000000000003,0.37604000000000004,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Poe Dameron,5,7,85,13,23163,270.0,52468.0,69653.0,54.219030520646314,49.74379188017343,4092.0,4388.0,62.714666666666666,21.46466666666667,1.5,0.9293399999999999,0.47128000000000003,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Omega,1,6,85,8,11424,177.0,19016.0,15389.0,33.6283185840708,18.006430868167204,2077.0,2405.0,35.16433333333333,12.706000000000001,1.545,0.06,0.29908,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Talia,1,7,85,12,18048,183.0,28765.0,48991.0,30.441898527004913,30.36592026215183,3161.0,5086.0,27.041999999999998,17.000333333333334,1.5,0.54094,0.34517,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Nightsister Zombie,1,7,85,12,16233,120.0,27751.0,38428.0,32.575356953992596,19.45672773215414,2242.0,1662.0,33.04166666666667,10.0,1.5,0.38,0.28,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Scarif Rebel Pathfinder,1,7,85,12,17497,198.0,49966.0,56931.0,42.28157537347216,38.37602706621556,2841.0,2263.0,22.291666666666664,10.833333333333334,1.8599999999999999,0.48234,0.59084,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Grand Admiral Thrawn,6,7,85,13,30484,309.0,55425.0,78126.0,53.279589593257604,45.442875481386395,5023.0,8446.0,40.5,30.41666666666667,1.5,0.35,0.6251300000000001,10.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Imperial Probe Droid,1,7,85,8,13885,190.0,14010.0,13642.0,24.061941631923762,20.26266416510319,1675.0,2731.0,24.559666666666665,16.43466666666667,1.5,0.79167,0.33382999999999996,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Sabine Wren,1,7,85,12,19804,217.0,27326.0,41512.0,34.514637904468415,20.16280525986224,2553.0,1771.0,59.92933333333333,30.096,2.16,0.35414,0.38739,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Paploo,1,7,85,11,16264,183.0,27621.0,50746.0,42.33378561736771,27.762039660056658,2435.0,2151.0,33.510666666666665,14.594000000000001,1.5,0.35562,0.31379999999999997,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Young Han Solo,1,7,85,12,20203,159.0,27667.0,29407.0,31.118314424635336,18.53035143769968,3312.0,2283.0,51.97866666666666,20.562,2.115,0.73011,0.40048000000000006,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Ewok Elder,1,7,85,11,15690,193.0,27312.0,34851.0,33.000525486074615,19.86172218730358,1998.0,2063.0,39.12733333333334,14.585666666666667,1.5,0.10712,0.33874000000000004,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Resistance Hero Poe,6,7,85,13,27336,301.0,63345.0,39688.0,51.39153640869234,41.16289801568989,5858.0,10095.0,57.434666666666665,36.72633333333333,1.92,0.70319,0.8300700000000001,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Chief Chirpa,1,7,85,11,18879,196.0,20176.0,40887.0,29.127292940522516,24.600827912477826,2390.0,2514.0,32.72966666666667,15.354666666666667,1.5,0.3,0.32264,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,General Hux,5,7,85,13,26598,278.0,60316.0,54326.0,46.808510638297875,41.16289801568989,4448.0,7789.0,45.946333333333335,26.82133333333333,1.92,0.32546,2.0297,7.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,"CT-5555 ""Fives""",7,7,85,13,32361,224.0,63590.0,119859.0,79.14281040405693,58.21042281219272,5390.0,4997.0,52.711666666666666,14.586666666666668,1.5,0.5,0.59829,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Visas Marr,1,7,85,8,12958,206.0,13939.0,15530.0,22.867513611615244,12.611377655928719,1671.0,1650.0,34.84766666666667,14.306000000000003,1.8599999999999999,0.15877000000000002,0.31757,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Commander Ahsoka Tano,7,7,85,13,34003,358.0,92219.0,67147.0,61.88340807174888,41.37931034482759,7169.0,7758.0,79.70866666666667,51.458666666666666,1.635,0.2064,0.7482500000000001,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Luke Skywalker (Farmboy),1,7,85,9,14367,149.0,12727.0,20014.0,27.680090754395913,12.73100616016427,2398.0,1510.0,57.41766666666667,29.79266666666667,2.16,0.17165000000000002,0.20986,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Jedi Master Luke Skywalker,9,7,85,13,46845,560.0,121792.0,138855.0,66.56176239181747,70.28664646935447,4985.0,10759.0,49.729666666666674,27.563000000000002,1.5,0.8551,0.79852,31.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Gamorrean Guard,1,5,65,7,6777,138.0,12813.0,11663.0,24.82652274479568,12.868632707774799,1303.0,1162.0,26.79366666666667,19.127,1.5,0.8500000000000001,0.23093,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Kit Fisto,1,7,85,10,14328,185.0,26185.0,27451.0,32.21690590111643,19.962335216572505,2193.0,1612.0,38.893,19.68466666666667,2.16,0.16,0.54462,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Jedi Knight Anakin,7,7,85,13,29430,270.0,75653.0,44343.0,53.987730061349694,31.48844707146695,7646.0,6926.0,70.08333333333333,12.5,2.2199999999999998,0.8600000000000001,0.48641,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Lando Calrissian,5,7,85,13,22953,225.0,49840.0,46776.0,47.11737868104521,34.3798250128667,5136.0,4510.0,88.17466666666667,38.79966666666667,2.235,0.49762,0.45571000000000006,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Admiral Piett,8,7,85,13,34704,342.0,62612.0,55522.0,51.539338654503986,39.25678894711768,7400.0,7306.0,66.36466666666666,11.573,1.92,0.77862,1.0773,18.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,General Skywalker,8,7,85,13,39819,247.0,70899.0,116455.0,65.19246519246519,41.70096021947874,9433.0,8208.0,69.00566666666667,14.339000000000002,1.92,0.65,0.63,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Nightsister Spirit,1,7,85,12,17518,234.0,26380.0,45823.0,29.906542056074763,18.634333120612638,4037.0,2204.0,47.98366666666667,22.942,1.8599999999999999,0.7218,0.44192,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Clone Sergeant - Phase I,5,7,85,13,22360,192.0,47854.0,53556.0,45.019404915912034,26.59758203799655,5910.0,4261.0,86.93833333333333,31.230000000000004,2.19,0.66877,0.46690999999999994,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Supreme Leader Kylo Ren,8,7,85,13,44355,575.0,109672.0,60650.0,51.13070141816788,30.744160782183595,11812.0,8790.0,128.9586666666667,41.417,2.145,1.4969899999999998,0.48,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Admiral Ackbar,1,7,85,12,18165,198.0,35990.0,40135.0,40.999537251272564,35.63856638061585,2969.0,3884.0,38.61333333333333,28.03,1.8,0.459,0.53542,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Ahsoka Tano (Fulcrum),1,7,85,10,14922,191.0,17780.0,29235.0,25.65597667638484,10.274454609429979,2377.0,1679.0,47.583333333333336,23.666666666666668,1.8,0.21476,0.39947999999999995,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Stormtrooper,4,7,85,13,21445,197.0,59945.0,71036.0,69.21033566771311,67.53246753246754,3800.0,3560.0,48.058,12.558,1.8599999999999999,0.38,0.27327999999999997,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Luminara Unduli,1,7,85,10,15156,184.0,21351.0,24422.0,29.441062534587715,19.86172218730358,2418.0,1890.0,36.92033333333333,13.587,1.5,0.28978000000000004,0.28089,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Jango Fett,7,7,85,13,32833,289.0,63301.0,47053.0,49.504950495049506,31.48844707146695,7048.0,5459.0,99.502,39.502,2.0549999999999997,0.6859,0.46775,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Hoth Rebel Scout,1,7,85,8,13477,208.0,14991.0,12011.0,26.428159261396424,16.829745596868882,2004.0,1803.0,41.69500000000001,24.986666666666668,1.8,0.4943,0.25,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Nute Gunray,7,7,85,13,29815,288.0,66360.0,52399.0,48.359659781287974,27.680090754395913,5599.0,4139.0,91.01366666666667,27.847,1.635,0.87037,0.49436,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,General Veers,3,7,85,13,23818,234.0,46054.0,54981.0,37.59177679882526,36.47234678624813,5112.0,7342.0,39.29933333333333,18.591,2.2199999999999998,0.5771000000000001,0.37187000000000003,4.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Jedi Master Kenobi,7,7,85,13,41979,568.0,121120.0,50605.0,53.92121431152873,33.07086614173229,9170.0,6802.0,91.875,28.000000000000004,2.1,0.98007,1.0265,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Pao,1,7,85,8,13467,167.0,12765.0,14087.0,26.682001150086254,16.063199473337722,2421.0,1569.0,45.13633333333333,21.303,1.8599999999999999,0.28337999999999997,0.22635,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Darth Talon,1,3,85,11,15978,232.0,16588.0,54087.0,25.48217416715371,17.475728155339805,2356.0,1403.0,29.764333333333337,12.806000000000001,1.5,0.6009599999999999,0.30323,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,IG-88,5,7,85,13,26445,238.0,51791.0,45899.0,44.250109313511146,30.89430894308943,5851.0,4425.0,93.58166666666666,39.58166666666667,1.935,0.78182,0.47048999999999996,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Rey (Scavenger),7,7,85,13,26509,258.0,58101.0,36623.0,49.98038446449588,37.65281173594132,6961.0,5774.0,98.09400000000001,39.344,2.295,0.05,0.32072999999999996,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Darth Nihilus,4,7,85,13,27715,255.0,62891.0,68947.0,51.39153640869234,45.95167443832132,2726.0,6553.0,37.55333333333333,38.38666666666667,1.5,0.68146,0.5599999999999999,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Emperor Palpatine,7,7,85,13,31962,236.0,48893.0,57500.0,42.901925660546354,43.50908285334515,5116.0,10196.0,41.27433333333334,35.816,1.5,0.9765199999999999,0.41242999999999996,13.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Captain Han Solo,3,7,85,13,21066,178.0,43427.0,74843.0,51.68624478969307,40.28103044496487,3677.0,3677.0,62.705999999999996,26.12266666666667,1.845,0.61786,0.71601,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Mon Mothma,5,7,85,13,28324,199.0,66651.0,46363.0,51.42857142857142,39.25678894711768,5303.0,7377.0,36.97233333333333,16.764000000000003,1.5,0.64364,1.05456,7.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Plo Koon,1,7,85,12,17832,159.0,26044.0,31777.0,35.11450381679389,31.561996779388085,3186.0,4652.0,27.932999999999996,23.349666666666664,1.5,0.31663,0.67706,35.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Old Daka,5,7,85,13,25920,251.0,127544.0,47982.0,48.401456900040465,40.50396640223985,4822.0,6493.0,46.85166666666667,17.643333333333334,1.5,0.7078800000000001,0.41633,7.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Grand Moff Tarkin,7,7,85,13,29395,215.0,49682.0,65787.0,44.39598778892281,43.40878828229028,5607.0,8661.0,57.01466666666667,35.056333333333335,1.8,0.50705,0.45199,13.5
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Logray,1,7,85,11,16044,206.0,19640.0,42345.0,32.360742705570296,19.86172218730358,2054.0,3069.0,36.13666666666667,25.38666666666667,1.5,0.60015,0.31,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Geonosian Soldier,1,7,85,12,17515,245.0,24440.0,28801.0,33.35075797177209,16.721097322011758,3464.0,2343.0,91.36366666666667,63.072,1.5,0.30767,0.4283,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Cara Dune,1,7,85,10,15607,219.0,28024.0,55019.0,25.132119788608335,20.461634435433563,2630.0,1725.0,39.803333333333335,18.595,1.5,0.13,0.3476,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Lord Vader,8,7,85,13,44355,550.0,113096.0,196907.0,58.3741429970617,34.04035178479048,10352.0,7593.0,88.62400000000001,15.749000000000002,1.92,0.83585,0.74,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Resistance Trooper,5,7,85,13,22284,219.0,42912.0,65669.0,49.624654286843146,38.07673627974745,5883.0,4531.0,90.06299999999999,33.104666666666674,1.875,0.52632,0.47286000000000006,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,HK-47,1,7,85,12,24729,213.0,30709.0,53650.0,42.69662921348314,31.927389215162837,3299.0,2807.0,50.67966666666667,28.429666666666662,2.16,0.43256,0.33319,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Tusken Raider,5,7,85,13,22471,206.0,67773.0,50212.0,54.48054266333452,25.65597667638484,7233.0,4742.0,53.075,19.366666666666667,1.8599999999999999,0.48005000000000003,0.58651,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Dash Rendar,5,7,85,13,26376,313.0,52379.0,50320.0,49.98038446449588,30.969139144558746,5379.0,4775.0,89.334,35.084,1.935,0.77432,0.57428,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Cassian Andor,1,7,85,11,16327,186.0,20230.0,37673.0,26.343154246100518,21.922841396203307,2107.0,3380.0,35.119666666666674,21.453,2.16,0.56,0.32937,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Darth Traya,4,7,85,13,27580,254.0,55060.0,71743.0,40.94488188976378,36.72456575682382,3844.0,7519.0,40.16533333333333,39.332,1.5,0.59771,0.47,30.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Baze Malbus,1,7,85,12,18415,121.0,29991.0,78596.0,42.43792325056434,33.35075797177209,2953.0,2280.0,30.166666666666664,12.5,1.8,0.6418699999999999,0.46996000000000004,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Resistance Hero Finn,6,7,85,13,27520,330.0,62823.0,36370.0,48.93872647176612,38.84892086330935,5552.0,9236.0,67.59666666666666,53.971666666666664,1.92,0.6126400000000001,0.73142,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Zaalbar,1,7,85,12,20011,162.0,35541.0,87531.0,40.11272898074213,27.680090754395913,3188.0,2316.0,39.16233333333333,21.24566666666667,1.5,0.14,0.81987,24.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Clone Wars Chewbacca,1,7,85,11,16009,170.0,31869.0,56846.0,36.28185907046477,23.331328923631993,2579.0,2005.0,34.239,20.405666666666665,1.5,0.33318000000000003,0.33552000000000004,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Commander Luke Skywalker,5,7,85,13,31894,291.0,56365.0,39623.0,54.899186416696146,44.00527009222661,7604.0,5548.0,80.86033333333333,25.485333333333337,1.995,0.45766999999999997,0.48624,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,B2 Super Battle Droid,4,7,85,13,24621,191.0,49789.0,91626.0,60.489618841028815,51.868629671574176,4435.0,3930.0,43.71166666666667,11.420000000000002,1.5,1.02238,0.75873,35.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Darth Sidious,7,7,85,13,26602,283.0,57347.0,46504.0,49.94110718492344,30.36592026215183,6867.0,5827.0,91.23966666666666,31.531333333333333,1.995,0.8939300000000001,0.5599,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Obi-Wan Kenobi (Old Ben),5,7,85,13,28719,264.0,53269.0,76321.0,64.7107666758926,55.24745524745525,3884.0,4632.0,49.68366666666666,21.267,1.5,0.49978,0.6425000000000001,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Kylo Ren (Unmasked),7,7,85,13,32238,215.0,118563.0,64643.0,64.43514644351464,54.18613007545814,5233.0,4815.0,49.207,14.707,1.5,0.5597599999999999,0.5,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Vandor Chewbacca,1,7,85,11,18867,215.0,25864.0,37160.0,34.64889800102512,22.68041237113402,2801.0,2069.0,28.416666666666668,12.916666666666668,1.8599999999999999,0.4278,0.30339,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Young Lando Calrissian,1,7,85,10,14913,144.0,13834.0,22676.0,25.3949678174371,15.282392026578073,2369.0,1885.0,56.058,32.22466666666667,1.5,0.46285,0.5050100000000001,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Han Solo,6,7,85,13,27582,287.0,59728.0,45514.0,47.37928188196451,31.19266055045872,7529.0,5554.0,98.40066666666667,33.233999999999995,2.325,0.43698,0.3962,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,The Armorer,3,7,85,13,24639,330.0,56484.0,93254.0,59.81720768988339,47.37928188196451,4326.0,2615.0,39.833,17.458000000000002,1.5,0.21554,1.58615,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Veteran Smuggler Han Solo,3,7,85,13,23451,248.0,44229.0,50105.0,41.64759725400457,33.697347893915754,5094.0,3807.0,72.88999999999999,24.015,2.205,0.54155,0.45105000000000006,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Wrecker,5,7,85,13,25569,214.0,61362.0,111022.0,59.893048128342244,43.257676902536716,5304.0,3505.0,43.15233333333334,11.569,1.5,0.79454,1.434,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,The Mandalorian,4,7,85,13,27625,267.0,46124.0,57833.0,43.00402324541797,20.758234928527035,5558.0,3419.0,113.95266666666669,60.411,1.56,0.71503,0.7694500000000001,0.0
Tyfon la Mandale Φ,112477899, Clans Mandaloriens,Ugnaught,1,7,72,7,10863,158.0,14351.0,7204.0,22.302158273381295,18.181818181818183,1537.0,2738.0,20.228666666666665,13.187,1.8599999999999999,0.42213999999999996,0.28929,0.0
