player_name,player_ally_code,player_last_updated,character_name,character_rarity,character_gear_level,character_relic_tier,character_speed,critical_damage,critical_chance,offence,special_offence
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Qui-Gon Jinn,7,13,5,263.0,1.5,39.69666666666667,5818.0,9706.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Royal Guard,7,13,5,207.0,1.5,49.14966666666667,4229.0,3834.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Geonosian Spy,7,13,4,242.0,1.98,95.20833333333333,5935.0,3880.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Bastila Shan,7,13,4,274.0,1.92,38.541666666666664,3628.0,5944.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jawa,7,9,1,193.0,1.5,37.641000000000005,1928.0,2669.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Qi'ra,7,11,1,197.0,1.8,49.05433333333333,2479.0,1650.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Poe Dameron,7,13,5,270.0,1.5,62.714666666666666,4092.0,4388.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Omega,6,8,1,177.0,1.545,35.16433333333333,2077.0,2405.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Talia,7,12,1,183.0,1.5,27.041999999999998,3161.0,5086.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Nightsister Zombie,7,12,1,120.0,1.5,33.04166666666667,2242.0,1662.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Scarif Rebel Pathfinder,7,12,1,198.0,1.8599999999999999,22.291666666666664,2841.0,2263.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Grand Admiral Thrawn,7,13,6,309.0,1.5,40.5,5023.0,8446.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Imperial Probe Droid,7,8,1,190.0,1.5,24.559666666666665,1675.0,2731.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Sabine Wren,7,12,1,217.0,2.16,59.92933333333333,2553.0,1771.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Paploo,7,11,1,183.0,1.5,33.510666666666665,2435.0,2151.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Young Han Solo,7,12,1,159.0,2.115,51.97866666666666,3312.0,2283.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Ewok Elder,7,11,1,193.0,1.5,39.12733333333334,1998.0,2063.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Resistance Hero Poe,7,13,6,301.0,1.92,57.434666666666665,5858.0,10095.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Chief Chirpa,7,11,1,196.0,1.5,32.72966666666667,2390.0,2514.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,General Hux,7,13,5,278.0,1.92,45.946333333333335,4448.0,7789.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,"CT-5555 ""Fives""",7,13,7,224.0,1.5,52.711666666666666,5390.0,4997.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Visas Marr,7,8,1,206.0,1.8599999999999999,34.84766666666667,1671.0,1650.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Commander Ahsoka Tano,7,13,7,358.0,1.635,79.70866666666667,7169.0,7758.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Luke Skywalker (Farmboy),7,9,1,149.0,2.16,57.41766666666667,2398.0,1510.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jedi Master Luke Skywalker,7,13,9,560.0,1.5,49.729666666666674,4985.0,10759.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Gamorrean Guard,5,7,1,138.0,1.5,26.79366666666667,1303.0,1162.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Kit Fisto,7,10,1,185.0,2.16,38.893,2193.0,1612.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jedi Knight Anakin,7,13,7,270.0,2.2199999999999998,70.08333333333333,7646.0,6926.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Lando Calrissian,7,13,5,225.0,2.235,88.17466666666667,5136.0,4510.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Admiral Piett,7,13,8,342.0,1.92,66.36466666666666,7400.0,7306.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,General Skywalker,7,13,8,247.0,1.92,69.00566666666667,9433.0,8208.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Nightsister Spirit,7,12,1,234.0,1.8599999999999999,47.98366666666667,4037.0,2204.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Clone Sergeant - Phase I,7,13,5,192.0,2.19,86.93833333333333,5910.0,4261.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Supreme Leader Kylo Ren,7,13,8,575.0,2.145,128.9586666666667,11812.0,8790.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Admiral Ackbar,7,12,1,198.0,1.8,38.61333333333333,2969.0,3884.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Ahsoka Tano (Fulcrum),7,10,1,191.0,1.8,47.583333333333336,2377.0,1679.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Stormtrooper,7,13,4,197.0,1.8599999999999999,48.058,3800.0,3560.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Luminara Unduli,7,10,1,184.0,1.5,36.92033333333333,2418.0,1890.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jango Fett,7,13,7,289.0,2.0549999999999997,99.502,7048.0,5459.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Hoth Rebel Scout,7,8,1,208.0,1.8,41.69500000000001,2004.0,1803.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Nute Gunray,7,13,7,288.0,1.635,91.01366666666667,5599.0,4139.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,General Veers,7,13,3,234.0,2.2199999999999998,39.29933333333333,5112.0,7342.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jedi Master Kenobi,7,13,7,568.0,2.1,91.875,9170.0,6802.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Pao,7,8,1,167.0,1.8599999999999999,45.13633333333333,2421.0,1569.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Darth Talon,3,11,1,232.0,1.5,29.764333333333337,2356.0,1403.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,IG-88,7,13,5,238.0,1.935,93.58166666666666,5851.0,4425.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Rey (Scavenger),7,13,7,258.0,2.295,98.09400000000001,6961.0,5774.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Darth Nihilus,7,13,4,255.0,1.5,37.55333333333333,2726.0,6553.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Emperor Palpatine,7,13,7,236.0,1.5,41.27433333333334,5116.0,10196.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Captain Han Solo,7,13,3,178.0,1.845,62.705999999999996,3677.0,3677.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Mon Mothma,7,13,5,199.0,1.5,36.97233333333333,5303.0,7377.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Plo Koon,7,12,1,159.0,1.5,27.932999999999996,3186.0,4652.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Old Daka,7,13,5,251.0,1.5,46.85166666666667,4822.0,6493.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Grand Moff Tarkin,7,13,7,215.0,1.8,57.01466666666667,5607.0,8661.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Logray,7,11,1,206.0,1.5,36.13666666666667,2054.0,3069.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Geonosian Soldier,7,12,1,245.0,1.5,91.36366666666667,3464.0,2343.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Cara Dune,7,10,1,219.0,1.5,39.803333333333335,2630.0,1725.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Lord Vader,7,13,8,550.0,1.92,88.62400000000001,10352.0,7593.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Resistance Trooper,7,13,5,219.0,1.875,90.06299999999999,5883.0,4531.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,HK-47,7,12,1,213.0,2.16,50.67966666666667,3299.0,2807.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Tusken Raider,7,13,5,206.0,1.8599999999999999,53.075,7233.0,4742.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Dash Rendar,7,13,5,313.0,1.935,89.334,5379.0,4775.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Cassian Andor,7,11,1,186.0,2.16,35.119666666666674,2107.0,3380.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Darth Traya,7,13,4,254.0,1.5,40.16533333333333,3844.0,7519.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Baze Malbus,7,12,1,121.0,1.8,30.166666666666664,2953.0,2280.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Resistance Hero Finn,7,13,6,330.0,1.92,67.59666666666666,5552.0,9236.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Zaalbar,7,12,1,162.0,1.5,39.16233333333333,3188.0,2316.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Clone Wars Chewbacca,7,11,1,170.0,1.5,34.239,2579.0,2005.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Commander Luke Skywalker,7,13,5,291.0,1.995,80.86033333333333,7604.0,5548.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,B2 Super Battle Droid,7,13,4,191.0,1.5,43.71166666666667,4435.0,3930.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Darth Sidious,7,13,7,283.0,1.995,91.23966666666666,6867.0,5827.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Obi-Wan Kenobi (Old Ben),7,13,5,264.0,1.5,49.68366666666666,3884.0,4632.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Kylo Ren (Unmasked),7,13,7,215.0,1.5,49.207,5233.0,4815.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Vandor Chewbacca,7,11,1,215.0,1.8599999999999999,28.416666666666668,2801.0,2069.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Young Lando Calrissian,7,10,1,144.0,1.5,56.058,2369.0,1885.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Han Solo,7,13,6,287.0,2.325,98.40066666666667,7529.0,5554.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,The Armorer,7,13,3,330.0,1.5,39.833,4326.0,2615.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Veteran Smuggler Han Solo,7,13,3,248.0,2.205,72.88999999999999,5094.0,3807.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Wrecker,7,13,5,214.0,1.5,43.15233333333334,5304.0,3505.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,The Mandalorian,7,13,4,267.0,1.56,113.95266666666669,5558.0,3419.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Ugnaught,7,7,1,158.0,1.8599999999999999,20.228666666666665,1537.0,2738.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Sith Trooper,7,13,5,241.0,2.16,45.958333333333336,7748.0,4940.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Wampa,7,13,3,210.0,2.16,50.22266666666667,6036.0,3714.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Veteran Smuggler Chewbacca,7,13,3,199.0,1.8599999999999999,40.91666666666667,6102.0,3640.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Dark Trooper,7,13,5,260.0,1.5,47.375,8652.0,7502.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Darth Revan,7,13,5,343.0,1.5,52.50533333333334,5537.0,9609.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,R2-D2,7,13,7,309.0,1.5,86.05,5741.0,9166.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Mob Enforcer,7,7,1,162.0,1.8599999999999999,19.333333333333336,1627.0,1478.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,The Mandalorian (Beskar Armor),7,13,7,246.0,1.92,72.29899999999999,8293.0,6462.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Gar Saxon,7,8,1,193.0,1.5,29.63866666666667,2287.0,1944.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Coruscant Underworld Police,7,8,1,165.0,1.8599999999999999,32.58566666666667,1799.0,1638.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Enfys Nest,7,13,4,216.0,1.56,66.46533333333333,5152.0,3874.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Mother Talzin,7,13,4,248.0,1.5,30.169333333333338,4894.0,9112.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Biggs Darklighter,7,13,3,226.0,2.205,73.59433333333332,3896.0,4365.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,"CC-2224 ""Cody""",7,13,5,221.0,1.935,61.583333333333336,5346.0,5343.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,C-3PO,7,13,5,264.0,1.5,40.50933333333333,4203.0,6463.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jedi Knight Revan,7,13,5,324.0,1.5,51.03066666666667,4460.0,7524.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Padmé Amidala,7,13,8,295.0,1.5,78.81833333333333,6594.0,5539.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Nightsister Initiate,7,7,1,145.0,1.5,64.22466666666668,2101.0,1532.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,"CT-7567 ""Rex""",7,13,5,302.0,1.5,61.83333333333333,4803.0,5750.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Moff Gideon,7,13,4,331.0,1.5,58.19566666666667,6781.0,6637.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jawa Engineer,7,11,1,223.0,1.5,25.21,2426.0,3019.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Zam Wesell,7,13,7,314.0,1.635,91.33766666666666,7364.0,5718.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jedi Knight Luke Skywalker,7,13,7,223.0,2.2199999999999998,69.98333333333333,10587.0,7563.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Sun Fac,7,12,1,169.0,1.5,31.720333333333333,2986.0,2477.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Lobot,7,8,1,170.0,1.8599999999999999,22.746666666666666,1504.0,2655.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Echo,7,13,5,333.0,1.5,33.958333333333336,4437.0,7165.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Embo,7,13,5,225.0,1.935,77.41666666666667,5945.0,4429.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Ima-Gun Di,7,10,1,163.0,1.8,31.669666666666668,2493.0,2099.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Eeth Koth,7,10,1,196.0,1.8599999999999999,29.596999999999994,1933.0,3396.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Fennec Shand,7,13,5,237.0,1.5,62.10666666666667,5742.0,9199.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,T3-M4,7,9,1,157.0,1.8599999999999999,33.27133333333333,1776.0,3114.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Hoth Rebel Soldier,7,10,1,142.0,1.8599999999999999,41.39333333333334,2110.0,2112.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Asajj Ventress,7,13,4,222.0,1.92,66.301,5269.0,5660.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,General Grievous,7,13,7,232.0,1.995,75.759,6373.0,5510.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Chirrut Îmwe,7,12,1,238.0,1.5,43.666666666666664,3222.0,2083.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Juhani,7,11,1,183.0,1.5,34.316,2923.0,1591.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Kanan Jarrus,7,11,1,149.0,1.5,48.12566666666667,2518.0,1425.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Rose Tico,7,13,5,218.0,1.935,82.675,5327.0,5327.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jedi Consular,7,9,1,179.0,1.8599999999999999,36.002,1539.0,2229.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Ahsoka Tano,7,13,7,209.0,1.635,95.49766666666666,8926.0,6761.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Director Krennic,7,13,4,224.0,1.8599999999999999,47.94566666666667,4104.0,7563.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Sith Eternal Emperor,7,13,8,488.0,1.5,64.25,9033.0,13219.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Stormtrooper Han,7,11,1,210.0,1.5,50.16866666666666,2418.0,1944.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Hera Syndulla,7,11,1,177.0,1.8,35.94433333333333,2520.0,3050.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Bastila Shan (Fallen),7,13,5,285.0,1.5,33.26766666666667,4571.0,9454.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Bossk,7,13,5,304.0,1.5,65.20266666666666,4853.0,4288.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,First Order Executioner,7,13,5,200.0,2.16,62.549,6105.0,4510.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Darth Vader,7,13,7,269.0,2.2199999999999998,70.41766666666666,7232.0,7430.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Count Dooku,7,13,8,301.0,1.68,77.10166666666667,6265.0,8332.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Mission Vao,7,12,1,217.0,1.8599999999999999,50.31366666666667,3227.0,1852.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Geonosian Brood Alpha,7,13,4,280.0,1.8599999999999999,47.51133333333334,4334.0,4337.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Darth Maul,7,13,4,203.0,2.2199999999999998,83.60133333333333,5904.0,3236.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jolee Bindo,7,13,5,230.0,1.5,55.467,4054.0,5618.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Chief Nebit,7,11,1,171.0,1.5,32.33366666666667,2509.0,2015.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Tusken Shaman,7,7,1,153.0,1.8599999999999999,24.052333333333333,1275.0,1888.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Imperial Super Commando,7,8,1,175.0,1.8599999999999999,33.37266666666667,2028.0,1478.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,First Order TIE Pilot,7,13,3,207.0,2.205,83.27433333333333,5629.0,3306.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Darth Sion,7,13,4,271.0,1.8599999999999999,42.39033333333333,4897.0,3857.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Iden Versio,3,1,1,105.0,1.5,10.416666666666668,54.0,43.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,First Order Stormtrooper,7,13,5,197.0,1.5,37.708333333333336,4918.0,3848.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Greedo,7,8,1,146.0,1.8599999999999999,43.156666666666666,2105.0,1522.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Rebel Officer Leia Organa,7,13,3,231.0,2.205,63.52033333333333,4595.0,3467.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Bodhi Rook,7,8,1,203.0,1.8599999999999999,28.303999999999995,1962.0,2699.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Chewbacca,7,13,6,258.0,1.5,67.45833333333333,7180.0,5198.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Chopper,7,10,1,214.0,1.5,31.041666666666668,1988.0,2147.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Boba Fett,7,13,8,268.0,2.04,104.69300000000001,9176.0,7204.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Wat Tambor,7,13,7,326.0,1.5,42.55533333333334,4886.0,7630.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Wedge Antilles,7,13,3,220.0,2.205,69.95733333333332,4756.0,4030.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,"Mara Jade, The Emperor's Hand",3,11,1,283.0,1.5,41.251000000000005,1522.0,2487.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Death Trooper,7,13,4,270.0,1.5,77.26799999999999,5159.0,4471.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Carth Onasi,7,11,1,221.0,2.16,40.54299999999999,2651.0,1909.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,ARC Trooper,7,13,8,303.0,1.5,65.16199999999999,11504.0,8896.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Wicket,7,11,1,220.0,2.16,53.91666666666667,2556.0,1391.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Mace Windu,7,13,3,202.0,1.5,31.921,3606.0,6257.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Dathcha,7,9,1,169.0,1.5,32.416,2032.0,2684.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Jyn Erso,7,12,1,246.0,1.5,44.16766666666666,2897.0,1910.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Teebo,7,10,1,190.0,1.5,26.383000000000003,2558.0,1698.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Tech,7,13,5,281.0,1.5,34.92933333333333,4342.0,9001.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Rey,7,13,8,515.0,1.725,89.35766666666666,11072.0,10028.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,Amilyn Holdo,7,13,5,172.0,1.5,45.99033333333333,3454.0,5751.0
Tyfon la Mandale Φ,112477899,2022-02-13T00:50:20,URoRRuR'R'R,7,7,1,193.0,1.5,23.755000000000003,1549.0,2185.0
